pm9790;SAN ONOFRE-2;SAN ONOFRE;UNITED STATES OF AMERICA;2150;-117.557000;33.370300;;-117.557;33.3703
pm9791;SAN ONOFRE-3;SAN ONOFRE;UNITED STATES OF AMERICA;2150;-117.557000;33.370300;;-117.557;33.3703
pm9792;SEABROOK-1;SEABROOK;UNITED STATES OF AMERICA;1245;-70.851400;42.898100;;-70.8514;42.8981
pm9793;SEQUOYAH-1;SEQUOYAH;UNITED STATES OF AMERICA;2274;-85.087800;35.223300;;-85.0878;35.2233
pm9794;SEQUOYAH-2;SEQUOYAH;UNITED STATES OF AMERICA;2274;-85.087800;35.223300;;-85.0878;35.2233
pm9795;SHEARON HARRIS-1;SHEARON HARRIS;UNITED STATES OF AMERICA;900;-78.956100;35.633300;;-78.9561;35.6333
pm9796;SOUTH TEXAS-1;SOUTH TEXAS;UNITED STATES OF AMERICA;2560;-96.048100;28.795000;;-96.0481;28.795
pm9797;SOUTH TEXAS-2;SOUTH TEXAS;UNITED STATES OF AMERICA;2560;-96.048100;28.795000;;-96.0481;28.795
pm9798;ST. LUCIE-1;ST. LUCIE;UNITED STATES OF AMERICA;1678;-80.246400;27.348600;;-80.2464;27.3486
pm9799;ST. LUCIE-2;ST. LUCIE;UNITED STATES OF AMERICA;1678;-80.246400;27.348600;;-80.2464;27.3486
pm9800;SURRY-1;SURRY;UNITED STATES OF AMERICA;1598;-76.698300;37.165600;;-76.6983;37.1656
pm9801;SURRY-2;SURRY;UNITED STATES OF AMERICA;1598;-76.698300;37.165600;;-76.6983;37.1656
pm9802;SUSQUEHANNA-1;SUSQUEHANNA;UNITED STATES OF AMERICA;2325;-76.148600;41.091700;;-76.1486;41.0917
pm9803;SUSQUEHANNA-2;SUSQUEHANNA;UNITED STATES OF AMERICA;2325;-76.148600;41.091700;;-76.1486;41.0917
pm9804;THREE MILE ISLAND-1;THREE MILE ISLAND;UNITED STATES OF AMERICA;786;-76.725000;40.153100;;-76.725;40.1531
pm9805;TURKEY POINT-3;TURKEY POINT;UNITED STATES OF AMERICA;1386;-80.331400;25.435000;;-80.3314;25.435
pm9806;TURKEY POINT-4;TURKEY POINT;UNITED STATES OF AMERICA;1386;-80.331400;25.435000;;-80.3314;25.435
pm9807;OHMA;OHMA;JAPAN;1325;140.910278;41.509722;;140.910278;41.509722
pm9808;ONAGAWA-1;ONAGAWA;JAPAN;2090;141.500000;38.400000;;141.5;38.4
pm9809;ONAGAWA-2;ONAGAWA;JAPAN;2090;141.500000;38.400000;;141.5;38.4
pm9810;ONAGAWA-3;ONAGAWA;JAPAN;2090;141.500000;38.400000;;141.5;38.4
pm9811;SENDAI-1;SENDAI;JAPAN;1692;130.183000;31.816700;;130.183;31.8167
pm9812;SENDAI-2;SENDAI;JAPAN;1692;130.183000;31.816700;;130.183;31.8167
pm9813;SHIKA-1;SHIKA;JAPAN;1613;136.733000;37.050000;;136.733;37.05
pm9814;SHIKA-2;SHIKA;JAPAN;1613;136.733000;37.050000;;136.733;37.05
pm9815;SHIMANE-1;SHIMANE;JAPAN;2553;133.000000;35.533300;;133;35.5333
pm9816;SHIMANE-2;SHIMANE;JAPAN;2553;133.000000;35.533300;;133;35.5333
pm9817;SHIMANE-3;SHIMANE;JAPAN;2553;133.000000;35.533300;;133;35.5333
pm9818;TAKAHAMA-1;TAKAHAMA;JAPAN;3220;135.517000;35.516700;;135.517;35.5167
pm9819;TAKAHAMA-2;TAKAHAMA;JAPAN;3220;135.517000;35.516700;;135.517;35.5167
pm9820;TAKAHAMA-3;TAKAHAMA;JAPAN;3220;135.517000;35.516700;;135.517;35.5167
pm9821;TAKAHAMA-4;TAKAHAMA;JAPAN;3220;135.517000;35.516700;;135.517;35.5167
pm9822;TOKAI-2;TOKAI;JAPAN;1060;140.610000;36.462500;;140.61;36.4625
pm9823;TOMARI-1;TOMARI;JAPAN;1966;140.517000;43.033300;;140.517;43.0333
pm9824;TOMARI-2;TOMARI;JAPAN;1966;140.517000;43.033300;;140.517;43.0333
pm9825;TOMARI-3;TOMARI;JAPAN;1966;140.517000;43.033300;;140.517;43.0333
pm9826;VERMONT YANKEE;VERMONT YANKEE;UNITED STATES OF AMERICA;620;-72.515800;42.780300;;-72.5158;42.7803
pm9827;VIRGIL C. SUMMER-1;VIRGIL C. SUMMER;UNITED STATES OF AMERICA;966;-81.320300;34.295800;;-81.3203;34.2958
pm9828;VOGTLE-1;VOGTLE;UNITED STATES OF AMERICA;2302;-81.764700;33.141900;;-81.7647;33.1419
pm9829;VOGTLE-2;VOGTLE;UNITED STATES OF AMERICA;2302;-81.764700;33.141900;;-81.7647;33.1419
